0,1,2,3,4,5,6,7,8,9
0.6218376068376068,0.6289316239316239,0.6631196581196581,0.6887606837606838,0.6032905982905983,0.6289316239316239,0.6802136752136753,0.6374786324786325,0.5776495726495726,0.7187606837606838
0.6716666666666666,0.6460256410256411,0.6460256410256411,0.6460256410256411,0.6118376068376068,0.6631196581196581,0.6545726495726496,0.7444017094017094,0.6118376068376068,0.7173076923076923
0.6374786324786325,0.6374786324786325,0.6460256410256411,0.6374786324786325,0.6289316239316239,0.7444017094017094,0.6545726495726496,0.7058547008547008,0.6032905982905983,0.792948717948718
0.6460256410256411,0.6887606837606838,0.6887606837606838,0.6374786324786325,0.6289316239316239,0.6887606837606838,0.6802136752136753,0.7444017094017094,0.6203846153846154,0.782948717948718
0.6374786324786325,0.6716666666666666,0.6887606837606838,0.6374786324786325,0.6289316239316239,0.7144017094017094,0.6802136752136753,0.7444017094017094,0.6374786324786325,0.7358547008547008
0.6973076923076923,0.6887606837606838,0.6973076923076923,0.6545726495726496,0.6203846153846154,0.6973076923076923,0.6631196581196581,0.6887606837606838,0.6374786324786325,0.7600427350427351
0.6716666666666666,0.6545726495726496,0.6887606837606838,0.6545726495726496,0.6203846153846154,0.7058547008547008,0.6460256410256411,0.6973076923076923,0.6460256410256411,0.782948717948718
0.7514957264957265,0.7244017094017094,0.6716666666666666,0.6802136752136753,0.6203846153846154,0.6716666666666666,0.6631196581196581,0.6973076923076923,0.6460256410256411,0.7858547008547008
0.7144017094017094,0.6716666666666666,0.6802136752136753,0.6973076923076923,0.6374786324786325,0.6973076923076923,0.6374786324786325,0.7444017094017094,0.6631196581196581,0.7914957264957265
0.6973076923076923,0.6802136752136753,0.7058547008547008,0.6887606837606838,0.6374786324786325,0.6631196581196581,0.6802136752136753,0.7058547008547008,0.6545726495726496,0.7714957264957265
0.6631196581196581,0.6545726495726496,0.7058547008547008,0.6973076923076923,0.6118376068376068,0.6716666666666666,0.6887606837606838,0.6887606837606838,0.6716666666666666,0.7800427350427351
