0,1,2,3,4,5,6,7,8,9
0.5921634096914766,0.7535564372420148,0.8177405062044805,0.6879270019052619,0.3368538569255578,0.4025045299295933,0.717124219161271,0.6703685863665312,0.7943533447850394,0.6173859486261368
0.7360277858278743,0.7311816398555431,0.881657675556527,0.7076999448490233,0.3125463914176596,0.5191066988147981,0.6288244001351329,0.6742699603988125,0.7844984071533192,0.6707927870725029
0.7680978744980327,0.805040749758836,0.8175816938622418,0.675587467537692,0.4949780509594224,0.6081099129410183,0.6804794375498306,0.5943946897988441,0.8516657704146572,0.6631252959887668
0.7969108421015426,0.822487228045959,0.8435120313965214,0.6977036429519644,0.5450927959745366,0.731788361081207,0.6909948052318242,0.6236311619705185,0.8986123053308189,0.7381682276418117
0.826279037793737,0.8142967312889537,0.8309569558776545,0.7786826551465535,0.6008336810985542,0.7490736404488338,0.7644804455782758,0.6353588859330028,0.9018194183316209,0.7490385790906517
0.7423698211996896,0.8071751764653763,0.7886613508515693,0.7420781195001092,0.627986664245709,0.7856019186910104,0.7693569673432992,0.7026196610040323,0.8857084622439441,0.7760888321017035
0.6936234352967143,0.7513833941288339,0.7940328397967545,0.7166843983290179,0.7073641723439578,0.820998571544446,0.7750640982355735,0.6982073901837382,0.8530997843878102,0.7402858614343202
0.6531487104988094,0.6708959235607119,0.7829020725640196,0.6721540923537831,0.6850277400557598,0.7796049615498177,0.7625970147195752,0.6791559907663192,0.8137248257573614,0.6796557346358764
0.6041873203280853,0.6461579704777978,0.7402233126792834,0.621195017295985,0.6437121738493592,0.7593073951096555,0.739849021686491,0.6352532395915453,0.7717079710421129,0.6313118495253203
0.5737272022171248,0.6355964728521482,0.6853837983450559,0.5723930805310138,0.5935928237218167,0.7249814091533986,0.6939769449494682,0.5872287228502262,0.7313524882179613,0.59466225676241
0.5591430417249725,0.6174397791655217,0.6381689064271154,0.5384856468972998,0.5484554232045837,0.6955217721761711,0.6633284605568848,0.5683995317056747,0.701811487321955,0.5698683114763534
