method,mean,max,min
Proposed_Model,0.8795641763663503,0.8917451475504535,0.8282485692696172
Overlap_KNN,0.6667283941297565,0.6852127935311975,0.5891896453359983
OF_KNN,0.6514392795053404,0.6784097274907506,0.5683549666920876
Eskin_KNN,0.670523654118062,0.6927921371958172,0.6030183396445219
Traditional_KNN,0.19715327800128862,0.2202821869699106,0.1844687832997056
Generalized_Weighted_KNN,0.20758606838403446,0.276166955185733,-0.1256950959749048
