method,mean,max,min
Proposed_Model,0.9381672893316729,0.9502054794520548,0.9091095890410958
Overlap_KNN,0.7488584474885844,0.7488584474885844,0.7488584474885844
OF_KNN,0.9290161892901618,0.9406392694063926,0.9178082191780822
Eskin_KNN,0.9273557492735574,0.9360730593607306,0.91324200913242
Traditional_KNN,0.9239601494396014,0.9297716894977168,0.9115068493150684
Generalized_Weighted_KNN,0.9211290992112908,0.9497716894977168,0.730593607305936
